title,category,reviews
"“트럼프, 전쟁 계속하라”… 네타냐후와 빈 살만, 이란 신정체제 붕괴에 의기투합",World,트럼프 전쟁 계속 네타냐후 이란 신정 체제 붕괴 의기 투합
"中 ""자위대원, 칼들고 中대사관 잠복…日, 책임있는 해명 필요""(종합)",World,자위대 대사관 잠복 책임 해명 필요 종합
UAE “호르무즈 봉쇄 풀 ‘다국적 연합군’ 참여”…중동 각국 설득도,World,호르무즈 봉쇄 다국적 연합군 참여 중동 각국 설득
"공화당도 뛰쳐나왔다…트럼프, 이란에 지상군 투입하나 [핫이슈]",World,공화당 뛰다 치다 나오다 트럼프 이란 지상군 투입 핫이슈
"미사일-유탄 쏘며 시속 15km 달리는 ‘로봇 늑대’ 나왔다…中, 시가전 훈련 공개",World,미사일 유탄 쏘다 시속 달리다 로봇 늑대 나오다 시가전 훈련 공개
"로이터 “中 파운드리 SMIC, 이란 군부에 반도체 제조장비 공급”",World,로이터 파운드리 이란 군부 반도체 제조 장비 공급
대화→공격→유예→증원…입만 열면 말 바꿨다,World,대화 공격 유예 증원 열다 바꾸다
"이스라엘 ""끝을 보겠다"" vs 美 ""협상 순조롭게 진행중""",World,이스라엘 협상 진행중
"이란 ""협상은 기만술""…지상침공 대비 '총동원'",World,이란 협상 지상 침공 대비 총동원
“전세계 핵무기 1만기 운용중 히로시마 원폭 13.5만개 위력”,World,전세계 핵무기 만기 운용 히로시마 원폭 위력
개인에 30% 풀고 로켓발사 참관까지…머스크의 ‘IPO 쇼’,World,개인 로켓 발사 참관 머스크
“아이 장난감 하나 때문에” 비행기 놓치고 350만원까지 날린 가족,World,장난감 비행기 놓치다 만원 날리다 가족
"""중동 美기지 손상심해 호텔 전전""…이란 ""미군 투숙시 호텔도 표적""(종합)",World,중동 기지 손상 심해 호텔 전전 이란 미군 투숙 호텔 표적 종합
"[영상] ""미사일 발사기까지 탑재""⋯중국 '로봇 늑대' 뭐길래",World,영상 미사일 사기 탑재 중국 로봇 늑대 뭐길
"美 ""中 파운드리기업 SMIC, 이란 군부에 칩 제조기술 공급""(종합)",World,파운드리 기업 이란 군부 제조 기술 공급 종합
[영상] '눈에는 눈' 이란이 노린 이스라엘 비밀 핵시설,World,영상 이란 노리다 이스라엘 비밀 시설
트럼프 '지상전' 카드 vs 이란 '100만 병력 결집',World,트럼프 지상전 카드 이란 병력 결집
'공격 유예' 연막치고 지상군 파병…이란 급소 노리는 트럼프,World,공격 유예 연막 지상군 파병 이란 급소 노리다 트럼프
중국 항공사 이란전쟁 수혜…러시아 영공 지나는 유럽노선 2천900편↑,World,중국 항공사 이란 전쟁 수혜 러시아 영공 지나다 유럽 노선
"이스라엘, 탄도미사일 생산 등 테헤란 심장부 겨냥 공습",World,이스라엘 탄도미사일 생산 테헤란 심장 겨냥 공습
"이스라엘, 이란 해군 미사일·기뢰 생산시설 폭격",World,이스라엘 이란 해군 미사일 기뢰 생산 시설 폭격
"""한국 업체들 특히 위험해"" 삼전·닉스 불똥 튈까…전쟁에 헬륨 공급 흔들",World,한국 업체 위험하다 삼전 닉스 불똥 튀다 전쟁 헬륨 공급 흔들다
"또 10일 연장된 전쟁... ""4월 8일 분수령, 변곡점 놓치면 10년 갈 수도""",World,연장 전쟁 분수령 변곡점 놓치다 갈다 수도
"이란 체제, 성직자에서 혁명수비대로 '권력 중심' 이동...""더 적대적""",World,이란 체제 성직자 혁명 수비 권력 중심 이동 적대
트럼프 “군함 안 보낸 나토에 크게 실망…기억하겠다” 뒤끝,World,트럼프 군함 보내다 나토 크게 실망 기억 뒤끝
"‘호르무즈 톨게이트’ 진짜였다···이란, ‘30억원’ 받고 혁명수비대 호위 속 통과",World,호르무즈 톨게이트 진짜 이란 억원 받다 혁명 수비대 호위 통과
"""중동미군, 기지 파괴돼 호텔서 근무…3주간 피해액 4조원대""",World,중동 미군 기지 파괴 돼다 호텔 근무 주간 피해 원대
"美 ""지상군 1만명 추가 투입"" vs 이란 ""100만명 준비""(종합)",World,지상군 추가 투입 이란 준비 종합
"러시아 영공 통과 中항공사, 이란 전쟁에 최대 수혜",World,러시아 영공 통과 항공사 이란 전쟁 최대 수혜
"지상전 사전포석? 이스라엘, 이란 해군 시설 집중 공습",World,지상전 사전 포석 이스라엘 이란 해군 시설 집중 공습
"트럼프, 6주내 전쟁 끝낸다?... 이라크戰 닮아가는 이란戰",World,트럼프 주다 전쟁 끝내다 이라크 닮다 이란
"이란 공격받은 UAE, '다국적 연합군' 구성…호르무즈 해협 개방 추진",World,이란 공격 받다 다국적 연합군 구성 호르무즈 해협 개방 추진
“우크라전 도왔는데 도움 못받아” 트럼프의 뒤끝…동맹국에 보복조치도 시사,World,크다 오다 도움 받다 트럼프 뒤끝 동맹국 보복조치 시사
"트럼프, '열흘 시한' 최후통첩…이란 “지상전 대비 100만명 조직”",World,트럼프 열흘 시한 최후 통첩 이란 지상전 대비 조직
러시아 하늘 나는 中항공사 이란전쟁 수혜…유럽노선 2천900편↑,World,러시아 하늘 항공사 이란 전쟁 수혜 유럽 노선
"지상전? 이란 '우리도 100만 병력 준비돼있다""",World,지상전 이란 병력 준비 돼다
호르무즈 ‘톨게이트’…통행료 내면 혁명수비대가 호위해 통과,World,호르무즈 톨게이트 통행료 내면 혁명 수비대 호위 통과
정권교체·최후통첩 외치다 돌연 변덕... 오락가락 트럼프에 시장 '출렁',World,정권 교체 최후 통첩 외치 돌연 변덕 오락가락 트럼프 시장
"[자막뉴스] ""뭉치자"" UAE, '다국적 연합군' 구성해 호르무즈 해협 개방 추진",World,자막 뉴스 뭉치 다국적 연합군 구성 호르무즈 해협 개방 추진
[자막뉴스] 미국도 곡소리나는 와중...러시아·중국 웃게 한 트럼프,World,자막 뉴스 미국 리나 와중 러시아 중국 웃다 트럼프
한달 앞둔 중동 사태…‘트럼프식 거래법’ 언제까지?,World,앞두다 중동 사태 트럼프 거래
트럼프의 오락가락…협상술? 혼선? 전 세계도 '갈팡질팡',World,트럼프 오락가락 협상 혼선 세계 갈팡질팡
"협상 압박?‥""이란 공격 4월 6일까지 유예""",World,협상 압박 이란 공격 유예
‘기름값 막으려다 곳간 비어간다’...전쟁발 에너지 쇼크 대응 비용 급증 우려,World,기름값 막다 곳간 비어 간다 전쟁 에너지 쇼크 대응 비용 급증 우려
"'반격 능력' 키우기 잰걸음 일본, 토마호크 발사 가능케 호위함 개조",World,반격 능력 키우다 재다 걸음 일본 토마호크 발사 가능 호위함 개조
이란 “지상군 100만명 결집…美에 지옥 선사할 것”,World,이란 지상군 결집 지옥 선사
"""UAE, 중동 각국에 '호르무즈 안보군' 참여 설득…바레인 동참""",World,중동 각국 호르무즈 안보 참여 설득 바레인 동참
사드·에이태큼스 한 달도 못버티나…미군 미사일 고갈 '비상',World,사드 에이 큼스 달도 버티다 미군 미사일 고갈 비상
"[영상] ""이란 미사일 재고 수백발""…첨단 '카셈 바시르' 등 투입도 안돼",World,영상 이란 미사일 재고 백발 첨단 크다 시르다 투입 돼다
"""일부 선박, 위안화로 통행료 내고 호르무즈 통과""",World,일부 선박 위안화 통행료 내다 호르무즈 통과
“지옥 불러오겠다”더니 미 증시 ‘지옥불 하락’에 놀랐나···트럼프 ‘열흘 연기’ 배경은,World,지옥 불다 더니 밉다 증시 지옥불 하락 트럼프 열흘 연기 배경
"""다 모여, 호르무즈 뚫자""…이란 미사일 맞고 흑화한 UAE, 다국적 연합군 추진",World,모이다 호르무즈 뚫다 이란 미사일 맞다 흑화 다국적 연합군 추진
미국 공습 안 통했나…이란 미사일 기지 앞 뿌려진 ‘지뢰’의 정체 [밀리터리+],World,미국 공습 이란 미사일 기지 뿌리다 지뢰 정체 밀리터리
"“추가 좌석 구매해라”… 美 항공사, '큰 체형' 고객 탑승권 취소",World,추가 좌석 구매 항공사 크다 체형 고객 탑승권 취소
"""일부 선박, 이란 '호르무즈 통행료' 위안화로 지불""",World,일부 선박 이란 호르무즈 통행료 위안화 지불
"FT “UAE, 호르무즈 해협 개방 위해 ‘다국적 연합군’ 구성 추진”",World,호르무즈 해협 개방 다국적 연합군 구성 추진
"UAE, 호르무즈 재개방·이란 대응 ‘다국적 연합군’ 추진",World,호르무즈 재개 이란 대응 다국적 연합군 추진
아직 한발 남았다?…이란의 최첨단 미사일 행방에 의문 증폭,World,남다 이란 최첨단 미사일 행방 의문 증폭
[자막뉴스] 무서운 수준의 벌떼 공격...궁지 몰린 이란에 '동아줄',World,자막 뉴스 무섭다 수준 벌떼 공격 궁지 몰리다 이란 동아
인도 정부 ‘비축량 충분’ 강조해도…주유소마다 석유 사재기,World,인도 정부 비축 충분 강조 주유소 석유 사재기
[뉴스특보] 데드라인 또 미룬 트럼프…'열흘' 중대 분수령,World,뉴스특보 데드라인 미루다 트럼프 열흘 중대 분수령
"""위안화로 통행료 내고 호르무즈 통과""",World,위안화 통행료 내다 호르무즈 통과
"이란 ""지상군 100만 준비 끝…'역사적 지옥' 보여줄 것""",World,이란 지상군 준비 역사 지옥 보여주다
협상 실패시 트럼프의 선택지는…결국 지상군 투입?,World,협상 실패 트럼프 선택 지상군 투입
"[중동 전쟁] 美, '종전 협상' 와중에…“중동 병력 1만명·장갑차 투입 검토”",World,중동 전쟁 종전 협상 와중 중동 병력 장갑차 투입 검토
"“중국 파운드리기업 SMIC, 이란 군부에 칩 제조기술 공급”",World,중국 파운드리 기업 이란 군부 제조 기술 공급
'세계 2위 전력반도체 연합 탄생?' 日롬·도시바·미쓰비시 통합 협의,World,세계 전력 반도체 연합 탄생 도시바 미쓰비시 통합 협의
"""일부 선박, 위안화로 통행료 내고 호르무즈 통과""",World,일부 선박 위안화 통행료 내다 호르무즈 통과
"UAE, 호르무즈 개방 '다국적 연합군' 추진…바레인도 가세",World,호르무즈 개방 다국적 연합군 추진 바레인 가세
"""유가 100불에 웃는다더니…"" 푸틴, 올리가르히 대상 '돈 내라' 압박",World,유가 웃다 푸틴 올리다 가르다 대상 압박
“전쟁 덕에 3조 쓸어담았다”…전세계 기름값 공포 속 조용히 웃는 ‘이 나라’,World,전쟁 쓸다 담다 전세계 기름값 공포 조용하다 웃다 나라
"“AI 시대엔 변호사보다 배관공… 손기술 천대하던 시대 끝났다""",World,시대 변호사 배관 기술 천대 시대 끝나다
[줌인] ‘망한 전쟁’ 아니다… 美서 이란전 ‘영리한 승리’ 선방론 부상,World,망하다 전쟁 서다 이란 영리하다 승리 선방 부상
"자취 감춘 이란 최종병기들 ""테헤란 아껴두고 있나""",World,자취 감추다 이란 최종병기 테헤란 아끼다 두다
"""김정은, 북미회담 상당히 잘 대처…오바마·트럼프 통역 어려웠다""",World,김정은 북미 회담 상당하다 자다 대처 오바마 트럼프 통역 어렵다
"호르무즈해협 장악한 이란, 추가적 군사 조치 취할 능력은 급속히 감소",World,호르무즈 해협 장악 이란 추가 군사 조치 취할 능력 급속하다 감소
"""트럼프, 세계 경기침체 촉발""…'골프 친구' 핀란드 대통령의 직격",World,트럼프 세계 경기 침체 촉발 골프 친구 핀란드 대통령 직격
트럼프 '지상전' 카드 vs 이란 '100만 병력 결집',World,트럼프 지상전 카드 이란 병력 결집
"‘전쟁 겉으로만 말리는 척?’ 유럽, 군사 기지마다 美 폭격기·항모 사용허가",World,전쟁 말리다 유럽 군사 기지 폭격기 항모 사용 허가
"""반도체 제조에 필수""…중동사태 장기화 땐 '초비상' 전망",World,반도체 제조 필수 중동 사태 장기 초비상 전망
후티 참전시 홍해 봉쇄로 한국 경제 위기 심화 우려,World,후티 참전 홍해 봉쇄 한국 경제 위기 심화 우려
반도체에 불똥 튀나…이란 전쟁 장기화 땐 헬륨 공급 차질,World,반도체 불똥 튀다 이란 전쟁 장기 헬륨 공급 차질
"이란 “美, 역사적 지옥 맛보게 해주마…지상군 100만명 준비”",World,이란 역사 지옥 맛보다 해주다 지상군 준비
"""UAE, '다국적 연합군' 구성해 호르무즈 해협 개방 추진""",World,다국적 연합군 구성 호르무즈 해협 개방 추진
"'돈줄' 하르그 넘어 '길목' 라라크까지…트럼프, 이란 경제·군사 거점 정조준",World,돈줄 르그 넘다 길목 라라 크다 트럼프 이란 경제 군사 거점 조준
"[자막뉴스] ""무기가 없다"" 종전 못 하면 '끝장'…트럼프 서두르는 이유 나왔다",World,자막 뉴스 무기 종전 끝장 트럼프 서두르다 이유 나오다
지상전 최후수단 되나…협상 실패시 트럼프 선택지 비관적,World,지상전 최후 수단 협상 실패 트럼프 선택 비관
"""연료 비축량 충분"" 인도 정부 발표에도 주유소마다 석유 사재기(종합)",World,연료 비축 충분 인도 정부 발표 주유소 석유 사재기 종합
중동 변수에 갇힌 지도자들...네타냐후·트럼프 '동반 위기' [이슈톺],World,중동 변수 갇히다 지도자 네타냐후 트럼프 동반 위기 이슈 톺다
“결국 단종됐다”… 애플 상징 '맥 프로' 조용한 퇴장,World,단종 돼다 애플 상징 프로 조용하다 퇴장
또 물러선 트럼프…협상 전략인가 고육지책인가,World,물러서다 트럼프 협상 전략
"즉흥 발언에 번복도…“트럼프式 외교, 이란 전쟁서 한계”",World,즉흥 발언 번복 트럼프 외교 이란 전쟁 한계
"UAE, '다국적 연합군' 구성해 호르무즈 해협 개방 추진",World,다국적 연합군 구성 호르무즈 해협 개방 추진
"트럼프, 무기 떨어져서 손 내밀었나···“한 달이면 바닥”",World,트럼프 무기 떨어지다 내미다 달이 바닥
트럼프 중대 발표 전 수천억 차익 거래…“측근이 이익 챙긴 것”,World,트럼프 중대 발표 차익 거래 측근 이익 챙기다
"“이란 땅, 미군 묘지로 변할 것”…이란군, 美 지상전 검토에 경고",World,이란 미군 묘지 변하다 이란 지상전 검토 경고
"일본, 이지스함 토마호크 발사 능력 확보… 강화하는 반격능력",World,일본 이지스함 토마호크 발사 능력 확보 강화하다 반격 능력
"'이러려고 전쟁했나'...러시아, 원유 팔아 수조원 '잭팟'",World,전쟁 러시아 원유 수조 잭팟
"이란서 퍼지고 있는 '트럼프 암살'...""진짜 전쟁은 시작도 안 했다"" [Y녹취록]",World,이란 퍼지다 트럼프 암살 진짜 전쟁 시작 녹취록
반도체에 불똥튀나…중동전쟁 장기화 땐 헬륨 공급 차질(종합),World,반도체 불똥 튀다 중동전쟁 장기 헬륨 공급 차질 종합
공격 또 미룬 트럼프…'열흘의 협상' 뒤로 '최후의 일격' 준비,World,공격 미루다 트럼프 열흘 협상 최후 일격 준비
"""머스크, 스페이스X IPO에 월가 관행 깬다""",World,머스크 스페이스 관행 깨다
"美 ""中 파운드리기업 SMIC, 이란 군부에 칩 제조기술 공급""",World,파운드리 기업 이란 군부 제조 기술 공급
"이란 ""지상군 100만명 준비…美에 지옥 보여주겠다""",World,이란 지상군 준비 지옥 보여주다
"UAE, '호르무즈 안보군' 전격 참여…""이란의 에너지 인질극 끝내야""",World,호르무즈 안보 전격 참여 이란 에너지 인질 끝내다
"후티, 홍해 참전카드 만지작 '중동 전체로 확전 위기'",World,후티 홍해 참전 카드 중동 전체 확전 위기
"이란 “100만명 조직, 역사적 지옥” 경고…트럼프, 왜 공격 미뤘나 [핫이슈]",World,이란 조직 역사 지옥 경고 트럼프 공격 미루다 핫이슈
"트럼프, 이란전 종결 시한은 '한 달'…무기·전략 모두 소진 위기",World,트럼프 이란 종결 시한 무기 전략 소진 위기
"밴스 부통령 ""이란 재래식 군사력 사실상 괴멸…美 선택지 확대""",World,밴스 부통령 이란 재래식 군사력 괴멸 선택 확대
중동전쟁에 무기 소진된 美…결국 우크라 지원 축소 검토하나,World,중동전쟁 무기 소진 크다 지원 축소 검토
트럼프의 '최후의 일격' vs 이란 '100만 명 동원령'…지상전 긴장 최고조,World,트럼프 최후 일격 이란 동원령 지상전 긴장 최고
‘호르무즈 봉쇄 주역’ 해군사령관 사망에…파괴력 2배 자폭 드론 ‘아라시-2’ 날린 이란 [현장영상],World,호르무즈 봉쇄 주역 해군 사령관 사망 파괴 자폭 드론 아라시 날리다 이란 현장 영상
전쟁 여파로 아프간行 화물 컨테이너 1만개 두바이항에 발 묶여,World,전쟁 여파 아프간 화물 컨테이너 두바이 묶이다
"미 보병·기갑부대 1만명 파병? ""이란에 드론 고속정도 투입""",World,밉다 보병 기갑부대 파병 이란 드론 고속 정도 투입
"전쟁 시작해 놓고?...美국무 ""동맹국이 나서 해결해야"" 호르무즈 개방 동참 촉구",World,전쟁 시작 놓다 국무 동맹국 나서다 해결 호르무즈 개방 동참 촉구
"""이란전으로 올해 美성장률 0.3%P 하락""…파격 전망 나왔다",World,이란 올해 성장 하락 파격 전망 나오다
[뉴스특보] 트럼프 이란 공격 또 유예…압박 계속,World,뉴스특보 트럼프 이란 공격 유예 압박 계속
"미사일에 기지 손상돼 호텔 전전, 미군…이란 “투숙시 호텔도 표적”",World,미사일 기지 손상 돼다 호텔 전전 미군 이란 투숙 호텔 표적
1만 병력 더 중동으로?…'지상군 투입' 3가지 시나리오,World,병력 중동 지상군 투입 가지 시나리오
정부 못 믿고 사재기에 대혼란...인도 주유소는 난리통 그 자체 [지금이뉴스],World,정부 믿다 사재기 혼란 인도 주유소 난리 자체 뉴스
[자막뉴스] 대형 출혈 가능성...뜻대로 안 되자 '결정타' 감행 만지작,World,자막 뉴스 대형 출혈 가능성 결정 감행
"""美 이란에 쏟아부은 탄약만 39조원…핵심무기 부족 심각""",World,이란 쏟다 부다 탄약 조원 핵심 무기 부족 심각
친이란 후티 반군 위협에 확전 양상...유가 요동·뉴욕 증시 장외 급변동,World,후티 반군 위협 확전 양상 유가 요동 뉴욕 증시 장외 변동
이란 전쟁에 연료값 급등...美증시 주식 희비 쌍곡선,World,이란 전쟁 연료 급등 증시 주식 희비 쌍곡선
"""역사상 가장 정밀한 공중전"" 美 자찬에…가디언 ""100년전 폭격 이론 되풀이""",World,역사상 정밀 공중전 자찬 가디언 년전 폭격 이론 되풀이
2번째 공격 유예...국제유가 달래며 지상군 투입 조율?,World,공격 유예 국제 유가 달래다 지상군 투입 조율
트럼프 '지상전' 카드 vs 이란 '100만 병력 결집',World,트럼프 지상전 카드 이란 병력 결집
"'닥공' 이스라엘, 레바논 지상군 증파…수뇌부도 ""이러다 자멸""",World,닥공 이스라엘 레바논 지상군 증파 수뇌부 자멸
이란 “‘역사적 지옥’ 보여주마”…미 ‘지상전’ 대비 100만 전투원,World,이란 역사 지옥 보여주다 밉다 지상전 대비 전투원
"협상 압박?‥""이란 공격 4월 6일까지 유예""",World,협상 압박 이란 공격 유예
"이란 ""美 역사적 지옥 맛볼 것…지상군 100만명 준비 마쳤다""",World,이란 역사 지옥 맛보다 지상군 준비 마치다
이란 “미국 종전안에 답변 전달…지상전 대비 100만 전투원 조직”,World,이란 미국 종전 답변 전달 지상전 대비 전투원 조직
"“美의 이란 하르그섬 점령, 전쟁 확대·장기화 시킬것”",World,이란 르그 점령 전쟁 확대 장기
트럼프 “이란 협상 잘된다”더니…하르그섬 점령 욕심 못 버렸다 [핫이슈],World,트럼프 이란 협상 더니 르그 점령 욕심 버리다 핫이슈
갑자기 태도 바꾼 이유? 이란과 협상 앞둔 밴스의 자화자찬 [지금이뉴스],World,태도 바꾸다 이유 이란 협상 앞두다 밴스 자화자찬 뉴스
트럼프 “이란 발전소 공격 유예 10일 연장”…협상 국면 압박 계속,World,트럼프 이란 발전소 공격 유예 연장 협상 국면 압박 계속
"트럼프 공습 연기에도 지상전 그림자…""협상, 투입 시간벌기"" 관측도",World,트럼프 공습 연기 지상전 그림자 협상 투입 벌다 관측
"WSJ “트럼프 정부, 중동에 지상군 최대 1만명 증파 검토”",World,트럼프 정부 중동 지상군 최대 증파 검토
"무기 고갈에 발목 잡힌 트럼프…조기 휴전이냐, 최후 일격이냐",World,무기 고갈 발목 잡히다 트럼프 조기 휴전 최후 일격
"전쟁 뒤 미 증시 최대 하락한 날…트럼프, 공격 열흘 늦췄다",World,전쟁 밉다 증시 최대 하락 트럼프 공격 열흘 늦추다
"""미사일 발사기도 탑재"" 중국이 깜짝 공개한 '로봇 늑대'",World,미사일 발사 기도 탑재 중국 깜짝 공개 로봇 늑대
‘동아시아 전역 사거리’ 日무기 개발 美 전폭 지원,World,동아시아 전역 사거리 무기 개발 지원
"“우크라전 도왔는데 우린 도움 못 받아”…트럼프, 동맹국에 ‘뒤끝’",World,크다 오다 우린 도움 받다 트럼프 동맹국 뒤끝
이란 뽐내던 첨단무기 '아끼고 있나?',World,이란 뽐내다 첨단 무기 아끼다
트럼프 '지상전' 카드 vs 무기 고갈·기지 파괴 '이중고',World,트럼프 지상전 카드 무기 고갈 기지 파괴 이중고
타들어 가는 세계…‘에너지 전쟁’의 시대는 어떻게 다가왔나,World,들다 가다 세계 에너지 전쟁 시대 어떻다 다가오다
"[자막뉴스] ""기지 탈출해 호텔 전전""...역대급 피해 막심한 미군 상황",World,자막 뉴스 기지 탈출 호텔 전전 역대 피해 막심 미군 상황
"트럼프, 공격 유예 '무기소진' 때문?…“핵심무기 한달치뿐, 나머진 멍텅구리 폭탄”",World,트럼프 공격 유예 무기 소진 핵심 무기 달치 나머진 멍텅구리 폭탄
"""보복 조치도 가능""…中, 멕시코에 불공정 관세 경고",World,보복 조치 가능 멕시코 불공정 관세 경고
'종전 불확실성'에 뉴욕증시 하락…유가는 급등,World,종전 불확실 뉴욕증시 하락 유가 급등
"美 국방부, 중동 병력 1만 명 증파 논의… 對 이란 전면 압박",World,국방부 중동 병력 증파 논의 이란 전면 압박
"""중동 미군기지 병사들 호텔 전전""⋯최소 1조 원 피해",World,중동 미군기지 병사 호텔 전전 최소 피해
"미, 이란 석유통제권 장악?…'최후 일격'도 준비",World,밉다 이란 석유 통제 장악 최후 일격 준비
트럼프 시한 열흘 연장…'합의하라' 이란 압박,World,트럼프 시한 열흘 연장 합의 이란 압박
"""미국인들에 역사적 지옥으로 만들 것""...100만 대군 준비하는 이란의 경고 [지금이뉴스]",World,미국인 역사 지옥 만들다 대군 준비 이란 경고 뉴스
"中대사관 침입에 갈등 폭발, 中 “일본 여행 자제” 재차 경고",World,대사관 침입 갈등 폭발 일본 여행 자제 재차 경고
"병력 부족한 이스라엘...""전쟁 더 이어지면 자멸"" 경고 [지금이뉴스]",World,병력 부족하다 이스라엘 전쟁 이어지다 자멸 경고 뉴스
"中, 로봇늑대 시가전 훈련 공개…""미사일 발사기 탑재""",World,로봇 늑대 시가전 훈련 공개 미사일 사기 탑재
"""연료 비축량 충분"" 정부 발표에도 인도 주유소마다 석유 사재기",World,연료 비축 충분 정부 발표 인도 주유소 석유 사재기
이란 “지상군 100만명 준비... 美에 지옥 맛보게 해주겠다”,World,이란 지상군 준비 지옥 맛보다 해주다
한국 직접 거론 안했지만...동맹에 분노한 트럼프 '초강력 보복' 암시 [지금이뉴스],World,한국 직접 거론 동맹 분노하다 트럼프 강력 보복 암시 뉴스
트럼프 시한 열흘 연장…지상전 위협하며 '합의하라' 이란 압박,World,트럼프 시한 열흘 연장 지상전 위협 합의 이란 압박
"“트럼프, 유가 급등세 탈 때마다 ‘타코’”…백악관은 부인",World,트럼프 유가 급등 타코 백악관 부인
"“이란, 경제 질식공포 - 美, 원유리스크… 누가 오래 버티느냐 문제”",World,이란 경제 질식 공포 원유 리스크 버티다 문제
“싱가포르로 옮겼는데”…中 마누스 3조 거래 흔든 ‘창업자 출국 제한’,World,싱가포르 옮기다 마누스 거래 흔들다 창업 출국 제한
이란 “미국 종전안에 답변 전달…지상전 대비 100만 전투원 조직”,World,이란 미국 종전 답변 전달 지상전 대비 전투원 조직
"이스라엘, 레바논에 5개사단 투입…IDF ""군 붕괴 가능성, 추가징병 필요""",World,이스라엘 레바논 사단 투입 붕괴 가능성 추가 징병 필요
"공화당서도 이란전 제동…상원의원, '전쟁 승인 표결' 추진",World,공화당 서도 이란 제동 상원의원 전쟁 승인 표결 추진
트럼프 “이란 발전소 공격 유예 10일 연장”…협상 국면 압박 계속,World,트럼프 이란 발전소 공격 유예 연장 협상 국면 압박 계속
또 물러선 트럼프… 뒤에선 ‘하르그 점령’ 최후일격도 검토,World,물러서다 트럼프 르그 점령 최후 검토
6월 목표 스페이스X IPO…상장도 '괴짜' 머스크식으로?,World,목표 스페이스 상장도 괴짜 머스크
"이란 뽐내던 첨단무기 실종…""아직 아끼고 있나"" 촉각",World,이란 뽐내다 첨단 무기 실종 아끼다 촉각
"[영상] 이란 ""지상전 대비 100만명 조직""…""미국 '최후의 일격' 준비""",World,영상 이란 지상전 대비 조직 미국 최후 일격 준비
"WSJ “美 지상군 1만명과 장갑차, 중동 추가 파병 검토”",World,지상군 명과 장갑차 중동 추가 파병 검토
미 언론 “지상군 1만명 추가 파병 검토”…트럼프 ‘최후의 일격’ 노리나,World,밉다 언론 지상군 추가 파병 검토 트럼프 최후 일격 노리
"월가 사모대출 펀드런 확산…7조 ""못 줘""",World,사모 대출 펀드 확산 주다
"[영상] 이스라엘, 레바논 남부 집중공격…이란 해군사령관도 제거",World,영상 이스라엘 레바논 남부 집중 공격 이란 해군 사령관 제거
트럼프 “이란전 책임은 헤그세스”라더니…에너지 시설 공격 또 미뤘다 [핫이슈],World,트럼프 이란 책임 헤그세스 더니 에너지 시설 공격 미루다 핫이슈
"""하필 최악 시기에""…고부채·고금리 늪 빠진 지구촌, 유가에 '속수무책'",World,하필 최악 시기 부채 금리 빠지다 지구촌 유가 속수무책
이란 뽐내던 첨단무기 실종…주변국 '아직 아끼고 있나' 촉각,World,이란 뽐내다 첨단 무기 실종 변국 아끼다 촉각
후티 반군의 수에즈 운하 가는 바닷길 위협 더해지며 확전 양상...국제 유가 급등·뉴욕 증시 하락·환율 상승,World,후티 반군 수에즈 운하 가다 위협 더하다 확전 양상 국제 유가 급등 뉴욕 증시 하락 환율 상승
"이란전쟁발 미세먼지 습격, 숨 막힌다 [이규화의 지리각각]",World,이란 전쟁 미세먼지 습격 막히다 이규화 지리
"이란발전소 공격 또 유예...트럼프, 협상 교착 속 확전도 부담",World,이란 발전소 공격 유예 트럼프 협상 교착 전도 부담
日해상자위대 ‘원거리 타격 능력’ 확보…토마호크 올여름 시험발사,World,해상자위대 원거리 타격 능력 확보 토마호크 올여름 시험 발사
"""큰손들 슈퍼카 기다리는데""…호르무즈 막히자 '특단의 조치'",World,큰손 슈퍼카 기다리다 호르무즈 막히다 특단 조치
"석유 시장 뒤흔드는 트럼프 SNS…""사실은 정해진 패턴 있다""",World,석유 시장 흔들다 트럼프 정해진 패턴
[이번 주 뉴스메이커] 도널드 트럼프·크리스틴 라가르드·마이크 워스,World,뉴스메이커 도널드 트럼프 크리스틴 라가 르드 마이크 워스
"""美, 이란전 탄약 부족에 우크라 지원 무기 전용 검토""",World,이란 탄약 부족 크다 지원 무기 전용 검토
"‘전쟁반대론자’ 밴스, 트럼프 앞에서 ‘전쟁지지’… 이란전쟁 자화자찬",World,전쟁 반대론 밴스 트럼프 전쟁 지지 이란 전쟁 자화자찬
"""스페이스X가 온다""…머스크 '유니버스' 본격 시동",World,스페이스 가다 오다 머스크 유니버스 본격 시동
"""트럼프, 지상군 투입 기울어""…하르그섬 등 '최종타격' 점검",World,트럼프 지상군 투입 기울다 르그 최종 타격 점검
"""제3의 오일쇼크 올 수도""...美·이스라엘 목표와 정반대 국면 [이슈톺]",World,오일쇼크 오다 수도 이스라엘 목표 정반대 국면 이슈 톺다
"다급해진 이스라엘, '이란 군수산업 파괴'로 목표 변경[미국-이란 전쟁]",World,다급해지다 이스라엘 이란 군수 산업 파괴 목표 변경 미국 이란 전쟁
"""이란 폭격받은 중동 미군기지 손상 심각…병사들 호텔 전전""",World,이란 폭격 받다 중동 미군기지 손상 심각 병사 호텔 전전
"“탄약 부족 현실화”…美, 우크라이나 지원용 무기 중동 전환 검토[1일1트]",World,탄약 부족 현실 우크라이나 원용 무기 중동 전환 검토
